"corporate.payment...2.";"corporate.payment...4."
2010-06-15;133.25
2010-06-15;658
2010-06-15;1516.44
2010-06-15;672.3
2010-06-15;548.1
2010-06-15;222.5
2010-06-15;209.25
2010-06-15;364.5
2010-06-15;33.5
2010-06-15;9161.15
2010-06-15;4413.17
2010-06-15;71.75
2010-06-15;346.52
2010-06-16;1120.85
2010-06-16;51.75
2010-06-16;490.6
2010-06-16;730
2010-06-16;580.07
2010-06-16;0
2010-06-16;13697.49
2010-06-16;9423.7
2010-06-17;3375.9
2010-06-17;277.25
2010-06-17;234
2010-06-17;325
2010-06-17;650
2010-06-17;889.77
2010-06-17;935.6
2010-06-17;3386.2
2010-06-17;4486.05
2010-06-17;550.12
2010-06-17;128.7
2010-06-17;387.76
2010-06-17;1539.72
2010-06-18;650
2010-06-18;325
2010-06-18;68.76
2010-06-18;1186.25
2010-06-18;172
2010-06-18;11914.9
2010-06-18;11167.2
2010-06-19;4414.9
2010-06-21;38.49
2010-06-21;369.87
2010-06-21;39.97
2010-06-21;942.35
2010-06-21;4778.07
2010-06-21;194.8
2010-06-21;336.5
2010-06-21;458.75
2010-06-22;1418.5
2010-06-22;70.89
2010-06-22;206.83
2010-06-22;255.15
2010-06-23;714
2010-06-23;409.32
2010-06-23;869.39
2010-06-23;292.82
2010-06-23;311.6
2010-06-23;424.31
2010-06-23;1013.84
2010-06-23;892.44
2010-06-23;2567.25
2010-06-23;7246.6
2010-06-23;10748.26
2010-06-24;58
2010-06-24;58
2010-06-24;65
2010-06-24;50
2010-06-24;58
2010-06-24;58
2010-06-24;286.65
2010-06-24;82.16
2010-06-24;65
2010-06-24;133.14
2010-06-24;50
2010-06-24;54
2010-06-24;128.59
2010-06-24;50
2010-06-24;189.45
2010-06-24;4263.22
2010-06-24;8072.5
2010-06-24;-312
2010-06-24;-351
2010-06-24;-1170
2010-06-25;346.02
2010-06-25;471.9
2010-06-25;9173.5
2010-06-25;6995.31
2010-06-28;301.05
2010-06-28;222.75
2010-06-28;6244
2010-06-28;11467.5
2010-06-29;53.27
2010-06-30;1950
2010-06-30;128.61
2010-06-30;433.8
2010-06-30;813.01
2010-06-30;721.12
2010-06-30;481.73
2010-06-30;1158.37
2010-06-30;79.39
2010-06-30;68.76
2010-06-30;17.25
2010-06-30;64.22
2010-06-30;228.25
2010-06-30;68.5
2010-06-30;372.6
2010-06-30;1365
2010-06-30;583.88
2010-06-30;1410.25
2010-06-30;484.7
2010-06-30;623.14
2010-06-30;1971.5
2010-06-30;-31.78
2010-07-01;1307.41
2010-07-01;584.6
2010-07-01;8415
2010-07-01;2023.04
2010-07-01;1807.27
2010-07-01;1478.75
2010-07-02;28.75
2010-07-02;240.8
2010-07-02;37.08
2010-07-02;12411.08
2010-07-06;255.15
2010-07-06;1347.97
2010-07-06;486.89
2010-07-06;622.78
2010-07-06;242.72
2010-07-06;3432.3
2010-07-06;6495.35
2010-07-06;4151.4
2010-07-06;2823
2010-07-06;4326.93
2010-07-06;4326.93
2010-07-06;371.5
2010-07-06;101.25
2010-07-06;1251.73
2010-07-06;1248.75
2010-07-07;837.5
2010-07-07;108.03
2010-07-07;76.3
2010-07-07;246.69
2010-07-07;965.44
2010-07-07;70.22
2010-07-07;3353.75
2010-07-07;317.17
2010-07-08;62.34
2010-07-08;376.65
2010-07-08;301.05
2010-07-08;53.08
2010-07-08;46.21
2010-07-08;155.67
2010-07-08;175.81
2010-07-09;195.1
2010-07-09;30
2010-07-09;4156.67
2010-07-09;561.99
2010-07-09;15368.56
2010-07-09;88.77
2010-07-12;296.5
2010-07-12;1142.1
2010-07-12;-429.8
2010-07-12;-150
2010-07-13;0
2010-07-13;0
2010-07-13;3388.94
2010-07-13;1775.82
2010-07-14;125.72
2010-07-14;342.98
2010-07-14;18.25
2010-07-14;53.5
2010-07-14;109.22
2010-07-14;264.57
2010-07-14;11920
2010-07-14;100.95
2010-07-14;6.17
2010-07-14;506.25
2010-07-14;8658.45
2010-07-15;183.72
2010-07-15;3358.28
2010-07-15;198.07
2010-07-15;57.89
2010-07-15;3.73
2010-07-15;458.19
2010-07-15;193.67
2010-07-15;214.04
2010-07-15;2249.97
2010-07-15;6080.5
2010-07-16;57.89
2010-07-16;1131.19
2010-07-16;122.02
2010-07-19;84094.13
2010-07-19;12500.77
2010-07-19;2410.42
2010-07-20;1609.36
2010-07-20;69.23
2010-07-20;8156.74
2010-07-20;2436.65
2010-07-20;917.15
2010-07-20;48.3
2010-07-20;457
2010-07-20;214.65
2010-07-20;460.42
2010-07-20;111.25
2010-07-20;658.07
2010-07-20;28.75
2010-07-20;-59.8
2010-07-21;310.25
2010-07-21;199.8
2010-07-21;6.17
2010-07-21;4121.42
2010-07-21;111.84
2010-07-21;112.34
2010-07-21;111.84
2010-07-21;112.34
2010-07-21;112.34
2010-07-21;112.34
2010-07-21;110.62
2010-07-21;6148.1
2010-07-21;13304.6
2010-07-21;9004.6
2010-07-21;28.68
2010-07-21;114.5
2010-07-21;122.4
2010-07-21;849.75
2010-07-21;1438.49
2010-07-21;660.25
2010-07-21;3166.2
2010-07-21;2706.47
2010-07-21;11870.5
2010-07-22;324
2010-07-22;604.25
2010-07-22;936.26
2010-07-22;111.84
2010-07-22;111.84
2010-07-22;5500
2010-07-22;13538.4
2010-07-22;5755.8
2010-07-22;963.35
2010-07-23;322.27
2010-07-23;7031.05
2010-07-23;299.67
2010-07-23;300.62
2010-07-23;409.41
2010-07-23;1029.25
2010-07-23;112.87
2010-07-23;4.37
2010-07-23;552.99
2010-07-26;34.97
2010-07-26;257.58
2010-07-26;84.35
2010-07-26;58
2010-07-26;54
2010-07-26;3906.58
2010-07-26;9498.2
2010-07-26;1140.15
2010-07-26;425.27
2010-07-26;31.12
2010-07-26;4310.28
2010-07-26;653.38
2010-07-26;5574.89
2010-07-26;399.5
2010-07-27;109.66
2010-07-27;370.25
2010-07-27;60.78
2010-07-27;324.25
2010-07-27;208.5
2010-07-27;325.62
2010-07-27;327.96
2010-07-27;1955.56
2010-07-27;4032.7
2010-07-28;125.75
2010-07-28;11498.44
2010-07-29;194.21
2010-07-29;13.3
2010-07-29;70.77
2010-07-29;70.77
2010-07-29;84.81
2010-07-29;1050
2010-07-29;1173.7
2010-07-29;2305
2010-07-29;1229.4
2010-07-29;8579.5
2010-07-29;-2596
2010-07-30;42.5
2010-07-30;1960.08
2010-07-30;4810
2010-08-02;50
2010-08-02;46
2010-08-02;79.37
2010-08-02;2090
2010-08-02;597.87
2010-08-02;2275
2010-08-02;1645.67
2010-08-02;889.75
2010-08-02;905.08
2010-08-02;1152.5
2010-08-02;6175.95
2010-08-02;11043.5
2010-08-02;1643.78
2010-08-02;1643.78
2010-08-02;4697.65
2010-08-02;50.02
2010-08-03;98
2010-08-03;174.85
2010-08-03;583.61
2010-08-03;583.61
2010-08-04;225.55
2010-08-04;1949.78
2010-08-04;245
2010-08-04;1066.54
2010-08-04;10141.4
2010-08-04;224.75
2010-08-04;241.47
2010-08-04;179.27
2010-08-04;71.75
2010-08-04;832.07
2010-08-04;586.52
2010-08-04;934.29
2010-08-05;195.17
2010-08-05;299.38
2010-08-05;196.96
2010-08-05;196.96
2010-08-05;705.69
2010-08-05;978.25
2010-08-05;2606.84
2010-08-05;2148.6
2010-08-05;653.25
2010-08-05;4753.46
2010-08-05;5349.4
2010-08-05;11295.5
2010-08-05;354
2010-08-06;717.13
2010-08-06;419.95
2010-08-06;419.95
2010-08-06;1208.5
2010-08-06;9192.6
2010-08-06;1327.59
2010-08-09;98.5
2010-08-09;1351.79
2010-08-09;4610
2010-08-09;423
2010-08-09;32.93
2010-08-09;397.75
2010-08-09;3005.05
2010-08-09;328.7
2010-08-09;1043.17
2010-08-09;506.36
2010-08-09;36.49
2010-08-09;1043.25
2010-08-09;-195
2010-08-10;579.75
2010-08-10;469
2010-08-10;193.25
2010-08-10;1312.39
2010-08-10;288.07
2010-08-10;5686
2010-08-10;5475.66
2010-08-11;71.71
2010-08-11;396.48
2010-08-11;396.48
2010-08-11;169.11
2010-08-11;764.72
2010-08-11;811.5
2010-08-11;1260.47
2010-08-11;502.5
2010-08-11;2010
2010-08-11;3.68
2010-08-11;167.77
2010-08-11;5860
2010-08-11;5860
2010-08-11;1230
2010-08-12;125.98
2010-08-12;75
2010-08-12;11.7
2010-08-12;103.62
2010-08-12;168.47
2010-08-12;700
2010-08-12;122.85
2010-08-12;35.75
2010-08-12;25490.2
2010-08-13;597.5
2010-08-13;119.09
2010-08-13;1256.18
2010-08-13;52.1
2010-08-16;83.5
2010-08-16;934.2
2010-08-16;768.15
2010-08-16;35.5
2010-08-17;1982.1
2010-08-17;1982.1
2010-08-17;1607.75
2010-08-18;215.46
2010-08-18;79.95
2010-08-18;50
2010-08-18;54
2010-08-18;90
2010-08-18;81.84
2010-08-18;150.55
2010-08-18;39
2010-08-18;83.92
2010-08-18;119.41
2010-08-18;338.6
2010-08-18;338.6
2010-08-18;3701.8
2010-08-19;1646.08
2010-08-20;5730.37
2010-08-20;387.9
2010-08-20;329.4
2010-08-20;549
2010-08-20;649
2010-08-20;3075.17
2010-08-20;11274.51
2010-08-20;2377.18
2010-08-20;4350.5
2010-08-20;856.16
2010-08-20;718.27
2010-08-20;1238.27
2010-08-20;2340
2010-08-20;541.2
2010-08-20;657.05
2010-08-20;1159.5
2010-08-23;2795
2010-08-23;22.25
2010-08-23;240
2010-08-23;56.75
2010-08-23;1687.5
2010-08-23;1739.25
2010-08-23;115.95
2010-08-23;280
2010-08-24;657.05
2010-08-24;576
2010-08-24;136.77
2010-08-24;38.62
2010-08-24;86.5
2010-08-24;67.89
2010-08-24;1433.23
2010-08-24;8839.35
2010-08-25;103.48
2010-08-25;591.3
2010-08-25;182.25
2010-08-25;479.25
2010-08-26;1138.45
2010-08-26;1012.5
2010-08-26;283.5
2010-08-26;23.17
2010-08-26;243
2010-08-27;200.2
2010-08-27;116.25
2010-08-27;1468.7
2010-08-27;51.5
2010-08-27;255
2010-08-27;4741
2010-08-27;42.93
2010-08-27;1950
2010-08-27;-1545
2010-08-30;30.47
2010-08-30;3250
2010-08-31;128.5
2010-08-31;183.5
2010-08-31;2.93
2010-08-31;58.5
2010-08-31;6156.7
2010-08-31;768
2010-08-31;13976.75
2010-08-31;9050.2
2010-08-31;21921.75
2010-08-31;211.57
2010-09-01;1833.02
2010-09-01;1553.83
2010-09-01;4400
2010-09-01;975
2010-09-01;168.06
2010-09-01;278.57
2010-09-01;898.11
2010-09-01;523.19
2010-09-01;2373.28
2010-09-01;2278.83
2010-09-01;3052.01
2010-09-01;1880.12
2010-09-01;500
2010-09-01;260
2010-09-01;749.25
2010-09-01;356.4
2010-09-01;1057.21
2010-09-01;228.8
2010-09-01;111.5
2010-09-01;1212.5
2010-09-02;5192
2010-09-02;784.35
2010-09-02;841.05
2010-09-02;726.3
2010-09-02;394.2
2010-09-02;89
2010-09-02;4373.34
2010-09-02;95.75
2010-09-02;877.8
2010-09-02;1087.07
2010-09-02;1276.8
2010-09-02;5078.8
2010-09-03;2155.51
2010-09-03;2155.51
2010-09-03;553.5
2010-09-03;684.2
2010-09-03;1482.5
2010-09-03;73.52
2010-09-03;359.1
2010-09-07;2301.51
2010-09-07;131.19
2010-09-07;855
2010-09-07;127.14
2010-09-07;8214.32
2010-09-07;14826.49
2010-09-07;2307.98
2010-09-07;760.36
2010-09-07;756.5
2010-09-07;9900
2010-09-07;97.77
2010-09-08;159.89
2010-09-08;2526.89
2010-09-08;195.97
2010-09-08;364.5
2010-09-08;302.4
2010-09-08;13.5
2010-09-08;143
2010-09-08;200.25
2010-09-08;266.6
2010-09-08;1418.4
2010-09-08;1606.3
2010-09-08;1097.53
2010-09-08;1097.53
2010-09-08;566.69
2010-09-08;-688.5
2010-09-08;-688.5
2010-09-09;30176.65
2010-09-09;576.45
2010-09-09;603.45
2010-09-09;240
2010-09-09;21.5
2010-09-09;42.03
2010-09-09;581
2010-09-09;165.27
2010-09-09;1418.4
2010-09-09;18371.03
2010-09-09;1690.81
2010-09-09;11850.2
2010-09-10;446.85
2010-09-10;244.35
2010-09-10;814.48
2010-09-10;6217.31
2010-09-10;3836
2010-09-10;2200
2010-09-10;4680
2010-09-10;205.71
2010-09-13;720.9
2010-09-13;2779.59
2010-09-13;680.43
2010-09-13;653.46
2010-09-13;1043.86
2010-09-13;3736.77
2010-09-13;1848.48
2010-09-14;1105.65
2010-09-14;940.95
2010-09-14;97.77
2010-09-14;364.5
2010-09-14;1178.43
2010-09-14;1517.5
2010-09-14;3903.8
2010-09-15;12
2010-09-15;685.8
2010-09-15;728.44
2010-09-15;74
2010-09-15;100.38
2010-09-15;12
2010-09-15;4610
2010-09-15;390.1
2010-09-15;3118.8
2010-09-15;3245
2010-09-15;55.25
2010-09-15;4941.16
2010-09-15;523.19
2010-09-15;978.25
2010-09-15;1315.2
2010-09-15;1170
2010-09-15;4548
2010-09-15;1954.73
2010-09-15;4490.66
2010-09-16;135.9
2010-09-16;275.4
2010-09-16;57.43
2010-09-16;97.26
2010-09-16;73.83
2010-09-16;141.69
2010-09-16;6312.25
2010-09-16;6312.25
2010-09-16;5324.5
2010-09-16;12537.05
2010-09-16;12537.05
2010-09-16;5006.55
2010-09-17;168.77
2010-09-17;218.7
2010-09-17;98.74
2010-09-17;4092.2
2010-09-17;4092.2
2010-09-17;975
2010-09-17;2213.4
2010-09-17;2.93
2010-09-17;22.25
2010-09-17;2065
2010-09-17;-201.5
2010-09-20;60
2010-09-20;102.7
2010-09-20;772.85
2010-09-20;772.85
2010-09-20;112.87
2010-09-20;2156.76
2010-09-20;1139.15
2010-09-21;886.95
2010-09-21;89.2
2010-09-21;325
2010-09-21;325
2010-09-21;-384.3
2010-09-22;587.25
2010-09-22;180.09
2010-09-22;11345
2010-09-22;11345
2010-09-22;1397.5
2010-09-22;10709.1
2010-09-22;80
2010-09-22;1550
2010-09-22;13.1
2010-09-22;4968
2010-09-22;4968
2010-09-22;2200
2010-09-22;1650
2010-09-22;16288.1
2010-09-22;16288.1
2010-09-22;11345
2010-09-22;-5324.5
2010-09-23;24.37
2010-09-23;24.22
2010-09-23;291.54
2010-09-23;291.54
2010-09-23;294.79
2010-09-23;10890
2010-09-23;10890
2010-09-23;786.67
2010-09-23;786.67
2010-09-23;3716.9
2010-09-23;3716.9
2010-09-24;8151.25
2010-09-24;9600.5
2010-09-24;81.69
2010-09-24;1954.67
2010-09-24;4427.41
2010-09-27;3038.31
2010-09-27;1461.5
2010-09-27;3250
2010-09-27;29
2010-09-27;182.25
2010-09-27;51.48
2010-09-27;518.4
2010-09-27;124.35
2010-09-27;848.79
2010-09-27;848.79
2010-09-27;1885
2010-09-28;720.9
2010-09-28;808.65
2010-09-28;298.43
2010-09-28;3180.1
2010-09-28;3180.1
2010-09-28;393.72
2010-09-28;393.72
2010-09-28;3656.98
2010-09-28;7095
2010-09-28;1507.18
2010-09-28;3960
2010-09-28;1135.81
2010-09-28;4873.22
2010-09-28;4873.22
2010-09-28;5669.8
2010-09-28;1639.34
2010-09-28;8202.56
2010-09-28;6681.74
2010-09-29;2537.51
2010-09-29;2531.97
2010-09-29;1753.8
2010-09-29;393.72
2010-09-29;393.72
2010-09-29;1628.45
2010-09-29;1851.9
2010-09-29;848.28
2010-09-29;523.19
2010-09-29;678.5
2010-09-30;175.7
2010-09-30;24.8
2010-09-30;1884.6
2010-09-30;2486.46
2010-09-30;3643.95
2010-09-30;121.74
2010-09-30;24.8
2010-09-30;152.93
2010-09-30;2777.26
2010-09-30;2051.41
2010-09-30;195.5
2010-09-30;156.4
2010-09-30;571.09
2010-09-30;1450.75
2010-09-30;4857.6
2010-09-30;2016.85
2010-09-30;2016.85
2010-10-01;109.67
2010-10-01;932.4
2010-10-01;423.9
2010-10-01;211.95
2010-10-01;78.3
2010-10-01;383
2010-10-01;3436.19
2010-10-01;3151.78
2010-10-01;3151.78
2010-10-04;841.59
2010-10-04;533.25
2010-10-04;263.25
2010-10-04;490.05
2010-10-04;8770.54
2010-10-04;190.69
2010-10-05;343.6
2010-10-05;936.9
2010-10-05;885.6
2010-10-05;498.15
2010-10-05;645
2010-10-05;15339.76
2010-10-06;4067.02
2010-10-06;687.15
2010-10-06;822.15
2010-10-06;1135.81
2010-10-06;15852.5
2010-10-06;725.67
2010-10-06;220
2010-10-06;220
2010-10-07;191.6
2010-10-07;621
2010-10-07;207.25
2010-10-07;60.75
2010-10-07;321.25
2010-10-07;8625.86
2010-10-07;195.43
2010-10-07;316.01
2010-10-08;35.55
2010-10-08;1794.38
2010-10-08;316.01
2010-10-08;50
2010-10-08;102
2010-10-08;5290.5
2010-10-08;10885.94
2010-10-11;1667.67
2010-10-11;540
2010-10-11;28.3
2010-10-11;58.05
2010-10-11;1306.4
2010-10-11;1306.4
2010-10-11;5184.29
2010-10-11;2930.3
2010-10-11;864.02
2010-10-11;1509.25
2010-10-12;300
2010-10-12;496.48
2010-10-12;249.81
2010-10-12;638.44
2010-10-12;1203.52
2010-10-12;947.85
2010-10-12;947.85
2010-10-12;182.5
2010-10-12;344.56
2010-10-12;12516.84
2010-10-12;12516.84
2010-10-12;19356.66
2010-10-12;1177.25
2010-10-12;16.48
2010-10-13;240
2010-10-13;1372.37
2010-10-13;70.79
2010-10-13;171.6
2010-10-13;65.85
2010-10-13;46
2010-10-13;99.56
2010-10-13;77.61
2010-10-13;54
2010-10-13;58
2010-10-13;42
2010-10-13;54
2010-10-13;102.31
2010-10-13;46
2010-10-13;5787.03
2010-10-13;3832.58
2010-10-13;207.45
2010-10-14;177.42
2010-10-14;426.22
2010-10-14;317.35
2010-10-14;7303.81
2010-10-14;159.61
2010-10-14;745.09
2010-10-14;13018.8
2010-10-14;58.08
2010-10-15;0
2010-10-15;8197.59
2010-10-15;313.12
2010-10-15;1941
2010-10-15;3055.7
2010-10-15;3055.7
2010-10-15;1325.14
2010-10-15;-1324
2010-10-18;5200
2010-10-18;894.3
2010-10-19;2388.73
2010-10-19;2388.73
2010-10-19;43.3
2010-10-19;29
2010-10-19;14.75
2010-10-19;67
2010-10-19;335
2010-10-20;573.27
2010-10-20;1099.05
2010-10-20;29
2010-10-20;313.5
2010-10-20;2200
2010-10-20;4858.35
2010-10-20;2200
2010-10-20;1569.1
2010-10-20;47.99
2010-10-21;4435.18
2010-10-21;313.5
2010-10-21;14335.15
2010-10-21;12663.5
2010-10-22;36.44
2010-10-22;244.05
2010-10-22;174.04
2010-10-22;1148.05
2010-10-22;770
2010-10-22;1694.88
2010-10-22;11676.64
2010-10-22;686.95
2010-10-25;1745.3
2010-10-25;44.3
2010-10-25;193.86
2010-10-25;132.17
2010-10-25;83.94
2010-10-25;481.73
2010-10-25;2838
2010-10-25;46.64
2010-10-25;4423.51
2010-10-25;7243.5
2010-10-25;415.78
2010-10-26;42.1
2010-10-26;520.47
2010-10-26;239
2010-10-26;29
2010-10-26;904.95
2010-10-26;2583.96
2010-10-27;0
2010-10-27;126.5
2010-10-27;11368
2010-10-27;4600
2010-10-27;3064.76
2010-10-27;120.3
2010-10-27;46
2010-10-27;178.72
2010-10-27;65
2010-10-27;83
2010-10-27;812.46
2010-10-28;131.57
2010-10-28;4642.9
2010-10-28;5651.1
2010-10-28;5651.1
2010-10-29;1909
2010-10-29;1950
2010-10-29;361
2010-10-29;6951.14
2010-10-31;15456.25
2010-10-31;4992.22
2010-11-01;8058.63
2010-11-01;8877.65
2010-11-01;3052.45
2010-11-01;413.71
2010-11-02;1143.2
2010-11-02;1065.79
2010-11-02;182.62
2010-11-02;670.17
2010-11-02;1496.75
2010-11-02;668.06
2010-11-02;433.92
2010-11-02;8529.66
2010-11-02;333.12
2010-11-02;703.99
2010-11-02;22094
2010-11-02;167.3
2010-11-02;717
2010-11-02;95.6
2010-11-02;1611.83
2010-11-03;924.44
2010-11-03;597.5
2010-11-03;1333.8
2010-11-03;80.9
2010-11-03;46
2010-11-03;58
2010-11-03;42
2010-11-03;42
2010-11-03;865.4
2010-11-03;2925.1
2010-11-04;289.17
2010-11-04;586.64
2010-11-04;3457.5
2010-11-04;928
2010-11-04;4852.35
2010-11-04;349.57
2010-11-04;78.17
2010-11-04;912.75
2010-11-06;94.56
2010-11-08;388.69
2010-11-08;2351.25
2010-11-08;-653.5
2010-11-08;-653.5
2010-11-09;220.23
2010-11-09;144
2010-11-09;1092.15
2010-11-09;1092.15
2010-11-09;250.02
2010-11-09;306.39
2010-11-09;806.32
2010-11-09;39.97
2010-11-09;1550.04
2010-11-09;1550.04
2010-11-09;3.19
2010-11-09;29
2010-11-09;283.56
2010-11-09;283.56
2010-11-10;606.83
2010-11-10;506.27
2010-11-10;77.12
2010-11-10;139.27
2010-11-10;983.9
2010-11-10;611.33
2010-11-11;705.46
2010-11-11;438.75
2010-11-11;438.75
2010-11-11;310
2010-11-11;2572.15
2010-11-11;2572.15
2010-11-11;57.89
2010-11-11;555
2010-11-11;555
2010-11-11;130.7
2010-11-11;130.7
2010-11-11;26361.7
2010-11-11;3861.19
2010-11-11;21522.7
2010-11-11;403.98
2010-11-12;1012.06
2010-11-12;3793.6
2010-11-12;707.05
2010-11-12;274.82
2010-11-12;230.27
2010-11-12;364.65
2010-11-12;982.74
2010-11-12;982.74
2010-11-12;347.25
2010-11-12;128.5
2010-11-12;128.5
2010-11-12;402.77
2010-11-12;402.77
2010-11-12;5.82
2010-11-12;49.04
2010-11-13;9952.35
2010-11-15;228.62
2010-11-15;9688.5
2010-11-15;9688.5
2010-11-15;89.11
2010-11-16;209.49
2010-11-16;429.02
2010-11-16;210.72
2010-11-16;205.57
2010-11-16;4610
2010-11-16;46
2010-11-16;6440.87
2010-11-17;34.22
2010-11-17;731.72
2010-11-17;78.92
2010-11-17;705.07
2010-11-17;9755.35
2010-11-17;2555.06
2010-11-17;187.33
2010-11-18;32.81
2010-11-18;161.78
2010-11-18;2076.8
2010-11-18;50
2010-11-18;932.49
2010-11-18;60.02
2010-11-18;57.89
2010-11-18;57.89
2010-11-18;27172.7
2010-11-18;1599
2010-11-18;1599
2010-11-18;37.72
2010-11-18;-595
2010-11-18;-595
2010-11-19;86.47
2010-11-19;1014.9
2010-11-19;515.6
2010-11-20;643.9
2010-11-20;196.64
2010-11-22;964
2010-11-22;88.12
2010-11-23;139.89
2010-11-23;218.12
2010-11-23;454.47
2010-11-23;30521.55
2010-11-23;10254.72
2010-11-23;706.45
2010-11-24;27.07
2010-11-24;303.07
2010-11-24;4182.84
2010-11-25;363.21
2010-11-25;599.22
2010-11-25;2328.15
2010-11-25;2142.25
2010-11-29;273.87
2010-11-29;186.73
2010-11-29;2876.43
2010-11-30;253.2
2010-11-30;375.35
2010-11-30;2901.8
2010-11-30;667.36
2010-11-30;7322.27
2010-11-30;197.47
2010-11-30;-440.58
2010-12-01;1967.63
2010-12-01;45.71
2010-12-01;832.95
2010-12-01;705.87
2010-12-01;747.72
2010-12-01;371.07
2010-12-01;25574.2
2010-12-02;16.91
2010-12-02;13.84
2010-12-02;2720.5
2010-12-02;396.17
2010-12-02;77.17
2010-12-02;203.27
2010-12-02;45.17
2010-12-02;2721.59
2010-12-02;1034.47
2010-12-02;2309.75
2010-12-02;2563.61
2010-12-02;3749.8
2010-12-02;464.19
2010-12-02;497.34
2010-12-02;2494.94
2010-12-02;-1035.31
2010-12-03;547.2
2010-12-03;399.6
2010-12-03;3583.5
2010-12-03;2724.16
2010-12-03;8009.3
2010-12-03;1399.06
2010-12-03;753.97
2010-12-03;3762.5
2010-12-03;6134.74
2010-12-03;913.27
2010-12-03;290.12
2010-12-03;14293.7
2010-12-03;61.92
2010-12-04;1652.5
2010-12-04;-140.44
2010-12-06;611.92
2010-12-06;469.32
2010-12-06;9884.6
2010-12-06;3459.5
2010-12-06;966.33
2010-12-06;2926.4
2010-12-06;145.72
2010-12-07;1399
2010-12-07;738.3
2010-12-07;2158.55
2010-12-07;694.83
2010-12-07;1771.8
2010-12-07;267.73
2010-12-07;697.47
2010-12-07;479.5
2010-12-07;1105.5
2010-12-07;854.8
2010-12-07;233.49
2010-12-07;516.1
2010-12-08;1517.59
2010-12-08;0
2010-12-08;419.7
2010-12-08;138.92
2010-12-08;77.57
2010-12-08;650
2010-12-08;7856.06
2010-12-08;11783.5
2010-12-09;1855.17
2010-12-09;0
2010-12-09;260.48
2010-12-09;279.8
2010-12-09;675.62
2010-12-09;392.32
2010-12-09;613.69
2010-12-09;1152.5
2010-12-09;93.6
2010-12-10;209.85
2010-12-10;2649.3
2010-12-10;745.2
2010-12-10;3628.1
2010-12-10;358.5
2010-12-10;6548.71
2010-12-10;3694.32
2010-12-10;6225
2010-12-10;-200
2010-12-10;-200
2010-12-11;8.43
2010-12-11;34.06
2010-12-11;1365.83
2010-12-13;232.47
2010-12-13;1174.5
2010-12-13;57.97
2010-12-13;3069.15
2010-12-13;12234.6
2010-12-13;81.25
2010-12-13;-225.75
2010-12-13;-99
2010-12-13;-65
2010-12-13;-412.09
2010-12-14;3.43
2010-12-14;1547.98
2010-12-14;1619.5
2010-12-14;339.97
2010-12-14;731.22
2010-12-14;230.5
2010-12-14;266
2010-12-14;-120
2010-12-14;-4290
2010-12-15;31.6
2010-12-15;81.37
2010-12-15;536.69
2010-12-15;130.22
2010-12-15;151.32
2010-12-15;674.82
2010-12-15;96.5
2010-12-15;242.87
2010-12-15;766.13
2010-12-15;25118.25
2010-12-15;1152.5
2010-12-15;20759.85
2010-12-15;7604.74
2010-12-16;1789.13
2010-12-16;82.68
2010-12-16;593.74
2010-12-16;0
2010-12-16;720.8
2010-12-16;1989.97
2010-12-16;254.52
2010-12-16;124.22
2010-12-16;396.25
2010-12-16;5518.9
2010-12-16;267.15
2010-12-16;191.8
2010-12-17;220
2010-12-17;198.5
2010-12-17;343.47
2010-12-17;226.22
2010-12-17;479.5
2010-12-17;377.25
2010-12-17;2309.75
2010-12-17;734.65
2010-12-17;32.02
2010-12-18;717.79
2010-12-18;235.08
2010-12-18;-38.55
2010-12-20;259.02
2010-12-20;248.47
2010-12-20;291.57
2010-12-20;44.72
2010-12-20;1805.16
2010-12-20;8512.76
2010-12-20;10966.7
2010-12-21;69.95
2010-12-21;799.5
2010-12-21;3450
2010-12-21;429.56
2010-12-21;1080.5
2010-12-21;12425.16
2010-12-22;2036.5
2010-12-22;1577.15
2010-12-22;1057.5
2010-12-22;1463.6
2010-12-22;31.78
2010-12-22;44
2010-12-22;837.1
2010-12-23;2679.55
2010-12-23;611841.09
2010-12-23;611841.09
2010-12-23;20632.52
2010-12-23;20632.52
2010-12-23;7479.15
2010-12-23;261.71
2010-12-23;1303.98
2010-12-23;1742.79
2010-12-27;75.02
2010-12-27;257.8
2010-12-27;149.4
2010-12-27;14.8
2010-12-28;364.55
2010-12-28;13338.8
2010-12-28;192.47
2010-12-28;143.97
2010-12-28;706.67
2010-12-28;335.5
2010-12-28;53.2
2010-12-29;54.48
2010-12-29;77.42
2010-12-29;1567.5
2010-12-29;649
2010-12-29;5854
2010-12-29;64.22
2010-12-30;74
2010-12-30;128.06
2010-01-06;310.85
2010-01-22;489.11
2010-01-28;392.15
2010-02-09;313.58
2010-03-09;524.14
2010-03-22;426.55
2010-04-06;340.92
2010-04-06;225.16
2010-04-07;51.49
2010-04-16;176.96
2010-04-20;91.82
2010-06-01;452.21
2010-07-16;456.72
2010-08-20;409.09
2010-09-27;370.9
2010-09-27;370.9
2010-10-13;346.67
2010-11-10;433.26
2010-11-29;261.32
2010-12-10;315.59
2010-01-02;752.34
2010-02-01;752.34
2010-02-01;250
2010-02-01;250
2010-02-22;320.42
2010-03-01;752.34
2010-03-01;250
2010-04-01;752.34
2010-05-01;752.34
2010-06-01;752.34
2010-06-28;319.34
2010-07-01;752.34
2010-08-01;752.34
2010-08-13;250
2010-08-25;95
